9986	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8663	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001101001000101010100000000000000
8722	1000000000000000011010100000100000000000100000000000000000010100101000000000000000000000000000000000000000000000000000
8673	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001101001110000000000000000000000
8730	1000000000000000011010100000100000000000110001010101110000000000000000000000000000000000000000000000000000000000000000
865857	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8692	1110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9796	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
38415	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8723	1000000000000000011010100000100000000000100000000000000000010111000000000000000000000000000000000000000000000000000000
8665	0000000000000000000000000000000000000000000000000000000000000000000011000110111000000000000000000000000000000000000000
8739	1000000000000000011010100000100000000000110001010101000011000000000000000000000000000000000000000000000000000000000000
8733	1000000000000000011010100000100000000000110001010101101100000000000000000000000000000000000000000000000000000000000000
7748	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8731	1000000000000000011010100000100000000000110001010101101000000000000000000000000000000000000000000000000000000000000000
196418	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8022	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
111177	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001101001101000000000000000000000
7962	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
234064	0000000000000000000000000000000000000000000000000000000000000000000011000100000000000000000000000000000010110000000000
8656	0000000000000000000000000000000000000000000000000000000000000000000011000110110101100000000000000000000000000000000000
8716	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
46295	0000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000100000101
8707	1100001000010110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9031	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8714	1000000000000000011010100000111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000
242841	1000000000000000011010100000110000011000000000000000000000000000000000000000000000000000000000000000000000000000000000
111304	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8756	1000000000000000011010100000100000000000110001011000000000000000000000000000000000000000000000000000000000000000000000
8720	1000000000000000011010100000100000000000110001100000000000000000000000000000000000000000000000000000000000000000000000
338838	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
10090	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
66186	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001101001000101100000000000000000
62043	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8752	1000000000000000011010100000100000000000111100000000000000000000000000000000000000000000000000000000000000000000000000
8649	0000000000000000000000000000000000000000000000000000000000000000000011000110110101010000000000000000000000000000000000
13616	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
35005	0000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000111010000
44725	1000000000000000011010100000100000000000111010000000000000000000000000000000000000000000000000000000000000000000000000
8355	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
9913	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8717	1000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8559	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
61221	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
66188	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001000000000000000000000000000000
7955	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
62044	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
29156	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001101001000101011000000000000000
8668	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001101001101000000000000000000000
62045	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
100989	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001101001000101010100000000000000
1042543	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
9646	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8694	1110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
126484	0000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000111100000
10112	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
52202	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
169847	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8781	??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8671	0000000000000000000000000000000000000000000000000000000000000000000011000110100000001001101100000000000000000000000000
8773	1000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
