98334	100000000000000001101010000010000000000010000000000000000000101000010110000000000000000000000000000000000000000000000000
8767	100000000000000001101011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
42165	000000000000000000000000000000000000000000000000000000000000000000000001100010000000000000000000000000000010110000000000
169840	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
46267	000000000000000000000000000000000000000000000000000000000000000000000001110100000000000000000000000000000000000000000000
186611	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
62035	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
310520	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8697	110000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8083	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
9544	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
99586	110000001101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
35024	100000000000000001101010000010000000000011000100101100000000000000000000000000000000000000000000000000000000000000000000
110224	110000001000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
9521	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
46577	000000000000000000000000000000000000000000000000000000000000000000000001100010000000000000000000000000000011000000000000
8018	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
169852	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8715	100000000000000001101010000010000000000011000111000000000000000000000000000000000000000000000000000000000000000000000000
242054	100000000000000001101010000011101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000
136040	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
62042	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
35671	100000000000000001101010000011101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000
169841	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
9483	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
9541	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8616	000000000000000000000000000000000000000000000000000000000000000000000001100011010000001110000000000000000000000000000000
8726	100000000000000001101010000010000000000010000000000000000000101000011000000000000000000000000000000000000000000000000000
9601	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8670	000000000000000000000000000000000000000000000000000000000000000000000001100011010000001001001100011000000000000000000000
8724	100000000000000001101010000010000000000010000000000000000000101110000000000000000000000000000000000000000000000000000000
10116	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
6183	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
292442	000000000000000000000000000000000000000000000000000000000000000000000001100011010000001001001000000110000000000000000000
412038	000000000000000000000000000000000000000000000000000000000000000000000001100011010000001001110000000000000000000000000000
61970	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
28377	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
39682	100000000000000001101011011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
36307	100000000000000001101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
338818	000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000110
40353	110000001101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
51750	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
59729	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8631	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
8644	000000000000000000000000000000000000000000000000000000000000000000000001100011011110000000000000000000000000000000000000
8709	111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8030	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
332624	100000000000000001101010000010000000000011000100101010000101000000000000000000000000000000000000000000000000000000000000
103944	100000000000000001101010000011000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000
537493	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
9598	????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????
